unitUIID	sortUI	file	fileVerFlags	unitSound	tilesetSpecific	name	unitClass	special	campaign	inEditor	hiddenInEditor	hostilePal	dropItems	nbmmIcon	useClickHelper	hideHeroBar	hideHeroMinimap	hideHeroDeathMsg	hideOnMinimap	blend	scale	legacyScale	scaleBull	maxPitch	maxRoll	elevPts	elevRad	fogRad	walk	run	selZ	weap1	weap2	teamColor	customTeamColor	armor	modelScale	legacyModelScale	red	green	blue	uberSplat	unitShadow	buildingShadow	shadowW	shadowH	shadowX	shadowY	shadowOnWater	selCircOnWater	occH	InBeta
nfrg	n2	units\creeps\Furbolg\Furbolg	0	Furbolg	0	furbolgchampion	furbolg	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	30	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	1.3	1.3	255	120	150	_	Shadow	_	140	140	50	50	1	0	0	1
nfrl	n2	units\creeps\Furbolg\Furbolg	0	Furbolg	0	furbolg	furbolg	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	1.15	1.15	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
nfrp	n2	units\creeps\FurbolgPanda\FurbolgPanda	0	Furbolg	0	furbolgpanda	furbolg	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
nfrs	n2	units\creeps\FurbolgShaman\FurbolgShaman	0	Furbolg	0	furbolgshaman	furbolg	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	0.9	0.9	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
nfsh	n2	units\creeps\ForestTrollShadowPriest\ForestTrollShadowPriest	0	ForestTrollShadowPriest	0	foresttrollhighpriest	foresttroll	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	30	0	270	270	0	_	_	-1	0	Flesh	1.25	1.25	130	255	130	_	Shadow	_	140	140	50	50	1	0	0	1
nfsp	n2	units\creeps\ForestTrollShadowPriest\ForestTrollShadowPriest	0	ForestTrollShadowPriest	0	foresttrollshadowpriest	foresttroll	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	30	0	270	270	0	_	_	-1	0	Flesh	1.05	1.05	255	220	140	_	Shadow	_	100	100	45	45	1	0	0	1
nftb	n2	units\creeps\ForestTroll\ForestTroll	0	ForestTroll	0	foresttrollberserker	foresttroll	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	30	0	270	270	0	_	_	-1	0	Flesh	1.25	1.25	130	255	130	_	Shadow	_	140	140	50	50	1	0	0	1
nftk	n2	units\creeps\ForestTrollTrapper\ForestTrollTrapper	0	ForestTroll	0	foresttrollking	foresttroll	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2	2	1	10	10	-	30	0	270	270	0	_	_	-1	0	Flesh	1.55	1.55	255	255	255	_	Shadow	_	180	180	70	70	1	0	0	1
nftr	n2	units\creeps\ForestTroll\ForestTroll	0	ForestTroll	0	foresttroll	foresttroll	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	270	270	0	_	_	-1	0	Flesh	1	1	255	220	140	_	Shadow	_	100	100	45	45	1	0	0	1
nftt	n2	units\creeps\ForestTrollTrapper\ForestTrollTrapper	0	ForestTroll	0	foresttrolltrapper	foresttroll	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	270	270	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	100	100	45	45	1	0	0	1
ngdk	n2	units\creeps\GreenDragon\GreenDragon	0	AzureDragon	0	greendrake	dragond	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2	2	1	33	25	2	100	0	200	200	230	_	_	-1	0	Flesh	1.2	1.2	255	255	180	_	ShadowFlyer	_	200	200	100	100	1	0	0	1
nggr	n2	units\creeps\RockGolem\RockGolem	0	RockGolem	0	granitegolem	golema	0	0	1	0	1	1	-	0	0	0	0	0	0.15	3	3	1	10	10	-	50	0	200	200	0	RockHeavyBash	_	-1	0	Stone	1.5	1.5	150	100	255	_	Shadow	_	230	230	95	95	1	0	0	1
ngh1	n2	units\creeps\BansheeGhost\BansheeGhost	0	Ghost	0	ghost	ghost	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	0	0	-	30	0	200	200	0	_	_	-1	0	Ethereal	1.05	1.05	110	150	255	_	ShadowFlyer	_	120	120	50	50	1	0	0	1
ngh2	n2	units\creeps\BansheeGhost\BansheeGhost	0	Ghost	0	wraith	ghost	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	0	0	-	30	0	200	200	0	_	_	-1	0	Ethereal	1.4	1.4	255	255	255	_	ShadowFlyer	_	120	120	50	50	1	0	0	1
ngir	n2	units\creeps\IronGolem\IronGolem	0	IronGolem	0	goblinshredder	goblin	1	0	1	0	0	1	-	0	0	0	0	0	0.15	1.75	1.75	1	10	10	-	50	0	200	200	0	MetalHeavySlice	_	-1	0	Metal	1	1	255	255	255	_	Shadow	_	230	230	95	95	1	0	0	1
nglm	n2	units\creeps\GoblinLandMine\GoblinLandMine	0	GoblinLandMine	0	goblinlandmine		0	1	1	0	1	1	-	0	0	0	0	0	0.15	0.75	0.75	1	25	25	-	50	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	70	70	25	25	1	0	0	1
ngna	n2	units\creeps\GnollArcher\GnollArcher	0	GnollArcher	0	gnollpoacher	gnolla	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	250	250	0	_	_	-1	0	Flesh	0.9	0.9	255	255	255	_	Shadow	_	100	100	45	45	1	0	0	1
ngnb	n2	units\creeps\Gnoll\Gnoll	0	Gnoll	0	gnollbrute	gnollb	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	250	250	0	MetalMediumBash	_	-1	0	Flesh	1.3	1.3	255	140	140	_	Shadow	_	140	140	50	50	1	0	0	1
ngno	n2	units\creeps\Gnoll\Gnoll	0	Gnoll	0	gnoll1	gnollb	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	250	250	0	MetalMediumBash	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
ngns	n2	units\creeps\GnollArcher\GnollArcher	0	GnollArcher	0	gnollassassin	gnolla	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	250	250	0	_	_	-1	0	Flesh	1.3	1.3	100	100	255	_	Shadow	_	160	160	60	60	1	0	0	1
ngnv	n2	units\creeps\GnollOverseer\GnollOverseer	0	GnollKing	0	gnollking	gnollb	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	250	250	0	MetalMediumBash	_	-1	0	Flesh	1.75	1.75	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
ngnw	n2	units\creeps\GnollWarden\GnollWarden	0	Gnoll	0	gnoll3	gnollb	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	200	200	0	_	_	-1	0	Flesh	1.5	1.5	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
ngrd	n2	units\creeps\GreenDragon\GreenDragon	0	AzureDragon	0	greendragon	dragond	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2.25	2.25	1	33	25	2	100	0	200	200	230	_	_	-1	0	Flesh	1.75	1.75	180	255	150	_	ShadowFlyer	_	300	300	150	150	1	0	0	1
ngrk	n2	units\creeps\RockGolem\RockGolem	0	RockGolem	0	mudgolem	golema	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.75	1.75	1	10	10	-	50	0	200	200	0	RockHeavyBash	_	-1	0	Stone	0.6	0.6	150	110	70	_	Shadow	_	120	120	50	50	1	0	0	1
ngrw	n2	units\creeps\GreenDragonWelp\GreenDragonWelp	0	AzureDragon	0	greendragonwhelp	dragond	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.75	1.75	1	33	25	2	100	0	200	200	230	_	_	-1	0	Flesh	0.7	0.7	255	230	0	_	ShadowFlyer	_	140	140	70	70	1	0	0	1
ngsp	n2	units\creeps\GoblinSapper\GoblinSapper	0	GoblinSapper	0	goblinsapper	goblin	1	0	1	0	0	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	150	150	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
ngst	n2	units\creeps\RockGolem\RockGolem	0	RockGolem	0	rockgolem	golema	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.85	1.85	1	10	10	-	50	0	200	200	0	RockHeavyBash	_	-1	0	Stone	1.05	1.05	255	255	255	_	Shadow	_	230	230	95	95	1	0	0	1
nhar	n2	units\creeps\Harpy\Harpy	0	Harpy	0	harpyscout	harpy	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.2	1.2	1	33	25	-	50	0	200	200	230	_	_	-1	0	Flesh	1	1	255	140	120	_	ShadowFlyer	_	100	100	50	50	1	0	0	1
nhdc	n2	units\undead\Acolyte\Acolyte	0	Acolyte	0	deceiver	heretic	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.1	1.1	1	0	0	-	20	0	150	150	0	_	_	-1	0	Flesh	1.2	1.2	170	120	255	_	Shadow	_	140	140	50	50	1	0	0	1
nhfp	n2	units\undead\Acolyte\Acolyte	0	Acolyte	0	fallenpriest	heretic	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	0	0	-	20	0	150	150	0	_	_	-1	0	Flesh	1.1	1.1	255	120	120	_	Shadow	_	120	120	50	50	1	0	0	1
nhhr	n2	units\undead\Acolyte\Acolyte	0	Acolyte	0	heretic	heretic	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.25	1.25	1	0	0	-	20	0	150	150	0	_	_	-1	0	Flesh	1.5	1.5	255	255	120	_	Shadow	_	160	160	60	60	1	0	0	1
nhrh	n2	units\creeps\HarpyWitch\HarpyWitch	0	Harpy	0	harpyhag	harpy	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	0	33	25	-	50	0	200	200	230	_	_	-1	0	Flesh	1.7	1.7	100	200	255	_	ShadowFlyer	_	140	140	70	70	1	0	0	1
nhrq	n2	units\creeps\HarpyQueen\HarpyQueen	0	Harpy	0	harpyqueen	harpy	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2	2	0	33	25	-	50	0	200	200	230	_	_	-1	0	Flesh	2.1	2.1	255	255	255	_	ShadowFlyer	_	140	140	70	70	1	0	0	1
nhrr	n2	units\creeps\Harpy\Harpy	0	Harpy	0	harpyrogue	harpy	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.2	1.2	1	33	25	-	50	0	200	200	230	_	_	-1	0	Flesh	1.7	1.7	255	255	150	_	ShadowFlyer	_	100	100	50	50	1	0	0	1
nhrw	n2	units\creeps\HarpyWitch\HarpyWitch	0	Harpy	0	harpywitch	harpy	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.2	1.2	1	33	25	-	50	0	200	200	230	_	_	-1	0	Flesh	1	1	255	255	255	_	ShadowFlyer	_	100	100	50	50	1	0	0	1
nhyc	n2	Units\Creeps\DragonSeaTurtleRange\DragonSeaTurtleRange	0	GiantSeaTurtle	0	campaignturtle	turtle	0	1	1	0	1	1	-	0	0	0	0	0	0.15	2.5	2.5	1	45	25	4	100	0	100	100	0	_	_	-1	0	Wood	0.8	0.8	255	255	255	_	Shadow	_	170	170	60	60	1	1	0	0
nhyd	n2	Units\Creeps\Hydra\Hydra	0	AzureDragon	0	hydra	hydra	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2.5	2.5	1	10	10	-	50	0	100	100	0	_	_	-1	0	Wood	1.1	1.1	255	255	255	_	Shadow	_	140	140	50	50	1	1	0	1
nhyh	n2	Units\Creeps\Hydra\Hydra	0	AzureDragon	0	hydrahatchling	hydra	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	50	0	100	100	0	_	_	-1	0	Wood	0.75	0.75	255	255	125	_	Shadow	_	140	140	50	50	1	1	0	1
nina	n2	units\creeps\InfernalCannonFlame\InfernalCannonFlame	0	InfernalMachine	0	infernaljuggernaut	infernalmachine	0	0	1	0	1	1	-	0	0	0	0	0	0.15	3.5	3.5	1	45	45	4	50	0	150	150	0	_	_	-1	0	Wood	1.5	1.5	255	255	255	_	Shadow	_	280	280	110	110	1	0	0	0
ninc	n2	units\creeps\InfernalCannonCannon\InfernalCannonCannon	0	InfernalMachine	0	infernalcontraption	infernalmachine	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2.25	2.25	1	45	45	4	50	0	150	150	0	_	_	-1	0	Wood	0.75	0.75	255	255	255	_	Shadow	_	280	280	110	110	1	0	0	0
ninf	n2	units\demon\Infernal\Infernal	0	Infernal	0	infernal	zzdemon	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2.5	2.5	1	10	10	-	50	0	200	200	0	RockHeavyBash	_	-1	0	Stone	1	1	255	255	255	_	Shadow	_	200	200	100	100	1	0	0	1
ninm	n2	units\creeps\InfernalCannonCannon\InfernalCannonCannon	0	InfernalMachine	0	infernalmachine	infernalmachine	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2.75	2.75	1	45	45	4	50	0	150	150	0	_	_	-1	0	Wood	1	1	255	150	135	_	Shadow	_	280	280	110	110	1	0	0	0
nith	n2	units\creeps\IceTrollShadowPriest\IceTrollShadowPriest	0	IceTrollShadowPriest	0	icetrollhighpriest	icetroll	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	270	270	0	_	_	-1	0	Flesh	1.25	1.25	170	130	255	_	Shadow	_	140	140	50	50	1	0	0	1
nitp	n2	units\creeps\IceTrollShadowPriest\IceTrollShadowPriest	0	IceTrollShadowPriest	0	icetrollshadowpriest	icetroll	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	270	270	0	_	_	-1	0	Flesh	1.05	1.05	190	255	255	_	Shadow	_	100	100	45	45	1	0	0	1
nitr	n2	units\creeps\IceTroll\IceTroll	0	IceTroll	0	icetroll	icetroll	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	270	270	0	_	_	-1	0	Flesh	1	1	190	255	255	_	Shadow	_	100	100	45	45	1	0	0	1
nits	n2	units\creeps\IceTroll\IceTroll	0	IceTroll	0	icetrollberserker	icetroll	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	270	270	0	_	_	-1	0	Flesh	1.3	1.3	170	130	255	_	Shadow	_	140	140	50	50	1	0	0	1
nitt	n2	units\creeps\IceTroll\IceTroll	0	IceTroll	0	icetrolltrapper	icetroll	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	270	270	0	_	_	-1	0	Flesh	1	1	170	255	170	_	Shadow	_	100	100	45	45	1	0	0	1
nitw	n2	units\creeps\IceTroll\IceTroll	0	IceTroll	0	icetrollwarlord	icetroll	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	270	270	0	_	_	-1	0	Flesh	1.55	1.55	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
njgb	n2	units\creeps\JungleBeast\JungleBeast	0	Wendigo	0	enrangedjunglestalker		0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.7	1.7	1	10	10	-	50	0	200	200	0	WoodHeavyBash	_	-1	0	Flesh	1.5	1.5	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
njga	n2	units\creeps\JungleBeast\JungleBeast	0	Wendigo	0	elderjunglestalker		0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.45	1.45	1	10	10	-	50	0	200	200	0	WoodHeavyBash	_	-1	0	Flesh	1.2	1.2	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
njg1	n2	units\creeps\JungleBeast\JungleBeast	0	Wendigo	0	junglestalker		0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.1	1.1	1	10	10	-	50	0	200	200	0	WoodHeavyBash	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
nkob	n2	units\creeps\Kobold\Kobold	0	Kobold	0	kobold	kobold	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	150	150	0	MetalMediumChop	_	-1	0	Flesh	0.85	0.85	255	255	165	_	Shadow	_	100	100	45	45	1	0	0	1
nkog	n2	units\creeps\KoboldGeomancer\KoboldGeomancer	0	Kobold	0	koboldgeomancer	kobold	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	150	150	0	MetalMediumChop	_	-1	0	Flesh	1.4	1.4	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
nkol	n2	units\creeps\Kobold\Kobold	0	Kobold	0	koboldtaskmaster	kobold	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	150	150	0	MetalMediumChop	_	-1	0	Flesh	1.6	1.6	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
nkot	n2	units\creeps\Kobold\Kobold	0	Kobold	0	kobolttunneler	kobold	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	150	150	0	MetalMediumChop	_	-1	0	Flesh	1.25	1.25	255	150	180	_	Shadow	_	140	140	50	50	1	0	0	1
nlds	n2	Units\Creeps\Lobstrokkblue\Lobstrokkblue	0	Lobstrokk	0	lobstrokkdeepseer	lobstrokk	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.75	1.75	1	45	45	-	50	0	200	200	0	_	_	-1	0	Wood	0.8	0.8	250	250	100	_	Shadow	_	140	140	50	50	1	0	0	1
nlkl	n2	Units\Creeps\Lobstrokkgreen\Lobstrokkgreen	0	Lobstrokk	0	lobstrokktidallord	lobstrokk	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2.5	2.5	1	45	45	-	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
nlpd	n2	Units\Creeps\Lobstrokkred\Lobstrokkred	0	Lobstrokk	0	lobstrokkpooldweller	lobstrokk	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.65	1.65	1	45	45	-	50	0	200	200	0	_	_	-1	0	Wood	0.6	0.6	125	255	225	_	Shadow	_	140	140	50	50	1	0	0	1
nlpr	n2	Units\Creeps\Lobstrokkred\Lobstrokkred	0	Lobstrokk	0	lobstrokkprawn	lobstrokk	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.4	1.4	1	45	45	-	50	0	200	200	0	_	_	-1	0	Wood	0.55	0.55	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
nlps	n2	Units\Creeps\Lobstrokkred\Lobstrokkred	0	Lobstrokk	0	lobstrokkprawnsummoned	lobstrokk	1	0	1	0	1	1	-	0	0	0	0	0	0.15	1.4	1.4	1	45	45	-	50	0	200	200	0	_	_	-1	0	Wood	0.55	0.55	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
nlrv	n2	units\creeps\RevenantOfTheWaves\RevenantOfTheWaves	0	Revenant	0	deeplordrevenant	revenant	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	200	200	0	WoodMediumBash	_	-1	0	Ethereal	1.6	1.6	100	175	175	_	Shadow	_	140	140	50	50	1	0	0	1
nlsn	n2	Units\Creeps\Lobstrokkred\Lobstrokkred	0	Lobstrokk	0	lobstrokksnapper	lobstrokk	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.9	1.9	1	45	45	-	50	0	200	200	0	_	_	-1	0	Wood	0.8	0.8	150	255	125	_	Shadow	_	140	140	50	50	1	0	0	1
nltc	n2	Units\Creeps\Lobstrokkblue\Lobstrokkblue	0	Lobstrokk	0	lobstrokktidecaller	lobstrokk	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	45	45	-	50	0	200	200	0	_	_	-1	0	Wood	0.57	0.57	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
nltl	n2	units\creeps\ThunderLizard\ThunderLizard	0	KotoBeastNoRider	0	lightninglizard	lightninglizard	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2.5	2.5	1	45	10	-	50	0	100	240	0	_	_	-1	0	Flesh	0.85	0.85	255	255	120	_	Shadow	_	200	200	90	90	1	0	0	1
nlur	n2	Units\Creeps\MonsterLure\MonsterLure	0		0	monsterlure		1	0	0	0	-	1	-	0	0	0	0	0	0.15	0.75	0.75	1	25	25	-	50	0	200	200	0	_	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	70	70	25	25	1	0	0	1
nmam	n2	Units\Creeps\Mammoth\Mammoth	0	Mammoth	0	mammoth	mammoth	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.75	1.75	1	45	10	-	50	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	0.85	0.85	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
nmbg	n2	Units\Creeps\MurgulBloodGill\MurgulBloodGill	0	murloc	0	murgulbloodgill	murgul	0	0	1	0	1	1	-	0	0	0	0	0	0.15	0.9	0.9	1	10	10	-	50	0	200	200	0	_	_	-1	0	Wood	0.9	0.9	255	255	255	_	Shadow	_	100	100	35	50	1	1	0	1
nmcf	n2	Units\Creeps\MurgulTideWarrior\MurgulTideWarrior	0	murloc	0	murgulcliffrunner	murgul	0	0	1	0	1	1	-	0	0	0	0	0	0.15	0.8	0.8	1	10	10	-	50	0	200	200	0	_	_	-1	0	Wood	0.8	0.8	255	255	128	_	Shadow	_	90	90	35	35	1	1	0	1
nmdr	n2	Units\Creeps\MammothBlack\MammothBlack	0	Mammoth	0	diremammoth	mammoth	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2.5	2.5	1	45	10	-	50	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	1.25	1.25	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
nmfs	n2	units\creeps\MurlocFlesheater\MurlocFlesheater	2	Murloc	0	murlocflesheater	murloc	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	220	220	0	MetalMediumSlice	_	-1	0	Flesh	1.55	1.55	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
nmgd	n2	Units\Creeps\MagnataurBlue\MagnataurBlue	0	Magnataur	0	magnataurdestroyer	magnataur	0	0	1	0	1	1	-	0	0	0	0	0	0.15	3	3	1	45	10	-	50	0	100	200	0	WoodHeavyBash	_	-1	0	Flesh	1.45	1.45	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
nmgr	n2	Units\Creeps\Magnataur\Magnataur	0	Magnataur	0	magnataurreaver	magnataur	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2.75	2.75	1	45	10	-	50	0	100	200	0	WoodHeavyBash	_	-1	0	Flesh	1.325	1.325	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
nmgw	n2	Units\Creeps\MagnataurBrown\MagnataurBrown	0	Magnataur	0	magnataurwarrior	magnataur	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2.25	2.25	1	45	10	-	50	0	100	200	0	WoodHeavyBash	_	-1	0	Flesh	1.125	1.125	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	0
nmit	n2	Units\Creeps\Mammoth\Mammoth	0	Mammoth	0	icetuskmammoth	mammoth	0	0	1	0	1	1	-	0	0	0	0	0	0.15	2.1	2.1	1	45	10	-	50	0	250	250	0	WoodHeavyBash	_	-1	0	Flesh	1.05	1.05	255	165	100	_	Shadow	_	140	140	50	50	1	0	0	0
nmmu	n2	units\creeps\MurlocMutant\MurlocMutant	2	Murloc	0	murlocmutant	murloc	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	220	220	0	MetalMediumSlice	_	-1	0	Flesh	2	2	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
nmpg	n2	units\creeps\MurlocMutant\MurlocMutant	2	Murloc	0	murlocplaguebearer	murloc	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	220	220	0	MetalMediumSlice	_	-1	0	Flesh	1	1	255	120	255	_	Shadow	_	140	140	50	50	1	0	0	1
nmrl	n2	units\creeps\Murloc\Murloc	2	Murloc	0	murloctiderunner	murloc	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	220	220	0	MetalMediumSlice	_	-1	0	Flesh	1	1	200	255	200	_	Shadow	_	100	100	45	45	1	0	0	1
nmrm	n2	units\creeps\MurlocNightcrawler\MurlocNightcrawler	2	Murloc	0	murlocnightcrawler	murloc	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	220	220	0	MetalMediumSlice	_	-1	0	Flesh	1.6	1.6	255	200	200	_	Shadow	_	140	140	50	50	1	0	0	1
nmrr	n2	units\creeps\MurlocWarrior\MurlocWarrior	2	Murloc	0	murlochuntsman	murloc	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	30	0	220	220	0	MetalMediumSlice	_	-1	0	Flesh	1.3	1.3	255	255	255	_	Shadow	_	140	140	50	50	1	0	0	1
nmrv	n2	Units\Creeps\MurgulReaver\MurgulReaver	0	murloc	0	murgulreaver	murgul	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.45	1.45	1	10	10	-	50	0	200	200	0	_	_	-1	0	Wood	1.5	1.5	255	255	255	_	Shadow	_	170	170	60	60	1	1	0	1
nmsc	n2	Units\Creeps\MurgulShadowCaster\MurgulShadowCaster	0	murloc	0	murgulshadowcaster	murgul	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.5	1.5	1	10	10	-	50	0	200	200	0	_	_	-1	0	Wood	1.55	1.55	255	255	255	_	Shadow	_	170	170	60	60	1	1	0	1
nmsn	n2	Units\Creeps\MurgulShadowCaster\MurgulShadowCaster	0	murloc	0	murgulsnarecaster	murgul	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1.1	1.1	1	10	10	-	50	0	200	200	0	_	_	-1	0	Wood	1.1	1.1	192	192	255	_	Shadow	_	140	140	50	50	1	1	0	1
nmtw	n2	Units\Creeps\MurgulTideWarrior\MurgulTideWarrior	0	murloc	0	murgultidewarrior	murgul	0	0	1	0	1	1	-	0	0	0	0	0	0.15	1	1	1	10	10	-	50	0	200	200	0	_	_	-1	0	Wood	1	1	255	255	255	_	Shadow	_	120	120	40	40	1	1	0	1
nmyr	n2	units\naga\NagaMyrmidon\NagaMyrmidon	0	NagaMyrmidon	0	nagamyrmidon	naga	0	1	1	0	-	1	-	0	0	0	0	0	0.15	1.75	1.75	1	10	10	-	30	0	220	220	0	MetalMediumSlice	_	-1	0	Flesh	1	1	255	255	255	_	Shadow	_	190	190	90	90	1	1	0	0
nmys	n2	units\naga\NagaMyrmidon\NagaMyrmidon	0	NagaMyrmidon	0	nagamyrmidonmorph	naga	1	1	1	0	-	1	-	1	0	0	0	0	0.15	1.75	1.75	1	10	10	-	30	0	220	220	0	_	_	-1	0	Flesh	1	1	255	255	255	_	_	_	140	140	50	50	1	1	0	0
